schema,upstream_repository,pinned_commit,upstream_path,sha256,bytes,binary,detected_notice_tokens,initial_attribution,license_status,current_disposition
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,compiler/.gitignore,5c3174b74edc6f2b9e0743594b8bd3c7f31e4f4405758cc9872b3fe1de1d28b4,6,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,compiler/build.gradle,5f9b7050d68c7654bc9314c8ec93846171e4ac9205370afd7da36c3d110ee3f8,662,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,compiler/src/main/java/top/niunaijun/blackreflection/BlackReflectionInfo.java,a7d0d0940f274c372dbe0828997c5146af05188e9da6ece733abe4576257c7fc,665,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,compiler/src/main/java/top/niunaijun/blackreflection/BlackReflectionInterfaceInfo.java,9976fea5e50acbd4d3b3f00165586315a797163594048c8f2e040450300b855f,778,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,compiler/src/main/java/top/niunaijun/blackreflection/BlackReflectionProcessor.java,f7355caabc8a365d3952f7adccc34f86bf33e6afcd9cd839a68180407a2642df,8197,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,compiler/src/main/java/top/niunaijun/blackreflection/proxy/BlackReflectionInterfaceProxy.java,c1f2ac8033667ad8efc734922e2cf2aaabf7f671299368cd99db060e96ed4971,8989,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,compiler/src/main/java/top/niunaijun/blackreflection/proxy/BlackReflectionProxy.java,97be8fa3362e6a231eefef84193221ded21e15bc6ddc4f9477d5774f881dbcc7,3773,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,compiler/src/main/java/top/niunaijun/blackreflection/utils/ClassUtils.java,ea643fe1140d51c76bcbacdc67eee94dfe72d57a542d1d8a95ae0c99eb2f2c56,749,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/.gitignore,5c3174b74edc6f2b9e0743594b8bd3c7f31e4f4405758cc9872b3fe1de1d28b4,6,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/build.gradle,e2fa4f57aa283e78281d96061ae5302d4b236ce252f5792f3adddc705eb5bdf8,331,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/BlackNullPointerException.java,cddc40d09e0010e551fd348ecbebb4c12bd873b06afb0480455b891229ee07cb,318,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/BlackReflection.java,5b731a4b3ad14b920520e4c20afb1a12d1dd6f5fdd078b696c388cb852e538b5,10980,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BClass.java,88e8d4c05649bfc7cb5ee757e880113d865d09d3c00ad0636d34604d6cb7bf74,467,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BClassName.java,b5d8a3927fd38f47a8b14462e6b92557b0f1e96f0e89cfae6833f57a47abe7fb,469,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BClassNameNotProcess.java,145d35a91cfc4c9c54a813dc8e8a07eb935b286ee369ac2b3909963626d50f11,479,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BConstructor.java,4f109c95abae9b29abf02bcc284338ba9e3fd36f777d84cf73c6ec3b388a92b2,456,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BConstructorNotProcess.java,b17a7fb1b2f977783f32ff1bc3ae56168c7651ead3dc1a9842345ab347b65d71,466,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BField.java,de8a1c5fa56a1677300ef34a533e06121e673bda33ee409b167632c2b7341209,502,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BFieldCheckNotProcess.java,899731f91e5cff902ba5c29873fb5d7ca1a2844b77146bed1b40d912bd13505b,463,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BFieldNotProcess.java,bf376d9df6a5efc7a2fce368c84f68d04b12dfc6b72d0735f999c941a86f58cc,567,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BFieldSetNotProcess.java,111ad944fdfbbb1b7f84dc4ae2b68a6429f78e2625e4585035f14decdd6e045e,461,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BMethod.java,387740073225a30053413c1630ce4888eb98f39c0fc81a88a26d4c32cfaaeec4,449,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BMethodCheckNotProcess.java,b63a39223225fbdcfd6f8fe2ddc8c2f5a11b965445ea731f20429dd7caba0779,464,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BParamClass.java,16ca169a0db4d2af67790908f4743e4f4f42b28905ffe49ac21e24c3fe21a29d,536,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BParamClassName.java,fe98b7f5f68fb58193911e92ebe0ffa7ffb8353f41e41b951e62d077f2c45681,484,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BStaticField.java,3103e7784ff5c4d8f659bb113f644d8e4f9839defc588d956052767f20ef2936,454,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/annotation/BStaticMethod.java,3be4a1c3814b865a14b9f54c510bbf6ecb79b708d72df7d8a3ed4c8efc147698,455,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/utils/ClassUtil.java,26e74b25269e33752bcc013b804fc725d9afcb61e7d8aea07a283902407f1184,1227,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,core/src/main/java/top/niunaijun/blackreflection/utils/Reflector.java,b150387337df62ded7c09dccd179bff8885e59e41af4a4daa8b4bd64dbde5d59,13218,false,none-detected,BlackReflection project source,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only; manual history audit before reuse
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,gradle.properties,460ebe74b3e8256f723542e573ae90ff17ab08c9e1b06ea04b8bc5d4f11a1f29,1019,false,none-detected,BlackReflection aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,gradle/wrapper/gradle-wrapper.jar,381dff8aa434499aa93bc25572b049c8c586a67faff2c02f375e4f23e17e49de,54329,true,none-detected,Gradle wrapper binary,not independently verified in this audit,do not copy
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,gradle/wrapper/gradle-wrapper.properties,953814316803d80c874fb537d46aa09be84c644b2484be1fa054f3bc6988481d,238,false,none-detected,BlackReflection aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,gradlew,a8a5050a3ebcf75d9c1fd59b35fee7fcee282dfa126e8509a9a4144b0a23b144,5468,false,none-detected,BlackReflection aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,gradlew.bat,0008d785920c9ff5cab17403e0270ccc7ceee8e169b6d67a82d96a5475fec5c9,2260,false,none-detected,BlackReflection aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,local.properties,be9a0a2318047cad2b7a4fac969000fba0fb71a2a34ff889b5c40056c34c39c3,442,false,none-detected,BlackReflection aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only
1,https://github.com/CodingGay/BlackReflection,5eadef2dd322964b7fa61246ba58e02bbb864c8a,settings.gradle,f8a9cd3407e3c99b20203020a2421f4ae7f14545444b0c0c0705d9431a88a290,92,false,none-detected,BlackReflection aggregate tree at pinned commit,root Apache-2.0 declaration exists; per-file origin not independently verified,reference only
